LINHA;MES;DIA;JAB;CON;JUD;SAU;ARV;SCZ;VMN;ANR;PSO;VGO;JQM;LIB;PSE;BTO;LUZ;TRD;PPQ;TTE;CDU;SAN;JPA;PIG;TUC
1-Azul;Janeiro;1;56,2;4,5;2,6;4,1;1,8;18;2,2;2,9;3;4,1;3,5;3,7;1,9;2,5;14,4;2;4,1;32,5;1,6;8,6;1,4;2,1;10,1
1-Azul;Janeiro;2;70;15,7;8,9;15,4;8,2;56;8,5;10,4;11,1;14,6;10,7;16,5;8,5;34,2;75,7;5,9;11,6;55,8;6,3;27,8;5,4;6,9;31,4
1-Azul;Janeiro;3;65,1;19,1;10,8;18,6;10;66,6;10,6;12,8;13,7;18;13,2;17,9;10;43,3;89,8;7,2;13,5;47,7;7,9;33,2;6,7;8,3;39
1-Azul;Janeiro;4;57,3;19,9;11,1;19,3;10,5;68,6;11,2;13,5;14,1;18,8;14;18,8;10,4;45,5;103,6;7,8;14,1;41,9;7,6;35,1;7;9;41,1
1-Azul;Janeiro;5;57,8;18,6;11,5;20,5;10,4;72,2;11,5;14,2;14,4;18,4;14,6;21,3;11;47,9;102,2;8,2;14,4;40,9;7,9;37;7,4;9;41,8
1-Azul;Janeiro;6;43,2;8,9;6,9;13,9;7,2;49,1;5,8;10,9;9,9;10,5;9,6;30,3;7,1;34,3;67;6,2;9,4;34,5;4,6;24;4,4;5,5;27,9
1-Azul;Janeiro;7;38;7,2;4,6;7,9;4;29,5;4;5,9;6,3;7,9;5,8;20,3;3;5,5;27,5;4,9;5,7;28,9;3,2;13,8;2,6;3,4;15,9
1-Azul;Janeiro;8;65,8;22,3;12,5;24,5;12;80,9;12,9;15;16,9;21,7;17,1;18,7;13,3;51;115,1;10,1;15,9;45,7;8,7;40,1;8,3;10,5;46,1
1-Azul;Janeiro;9;62,8;25,1;13,2;23;12,8;83,8;13,8;16,3;17,3;21,7;17,8;20,8;14,1;53,5;125;11,6;17;42,5;9,3;42,7;9,1;11,2;48,4
1-Azul;Janeiro;10;62,8;25,5;13,3;23;13;84,1;14,1;16,9;17,5;22,4;18,1;21,2;14;51,3;124,5;10,5;16,1;41,7;9,3;42,9;9,4;11,5;49
1-Azul;Janeiro;11;61,4;24;13,3;23;13,2;82,6;14,1;16,7;17,3;21,7;17,3;20,3;13,4;50,2;122,3;10,5;15,9;40,7;9,1;42;9,2;11,2;48,2
1-Azul;Janeiro;12;61,3;21;12,5;22,2;12,9;82,1;11,3;16,1;16,2;20,4;16,6;19,6;13,1;48,7;115,9;10,5;16,7;42,4;8,9;41,6;8,5;10,7;46,8
1-Azul;Janeiro;13;40,9;11,8;7,2;14,5;7,8;50,1;8;10,9;10,5;11,1;10;25,2;7,1;32,1;67,1;6,8;10;32;4,5;24,6;4,8;5,7;28,2
1-Azul;Janeiro;14;34,6;8,4;4,9;8,9;4,5;34,4;5,8;6,3;6,5;8,3;9,9;20,9;3;5,8;30,4;5,1;6,8;29,5;2,9;16,7;2,9;3,8;16
1-Azul;Janeiro;15;65,1;23,3;12,9;22,3;12,7;82,6;13,8;15,5;16,8;21,2;17,6;19;13,6;51,3;123,5;11,7;16,7;45;8,8;42,7;9;11;48,2
1-Azul;Janeiro;16;63,8;25,7;13,9;23,4;13;85,7;14,6;17,3;18;22,4;18,6;20,7;13,7;51,7;125,4;12;16,8;40,9;9,8;43,8;9,8;11,8;50,3
1-Azul;Janeiro;17;62,7;26,1;13,6;23,4;13,5;86;14,7;17,3;18,1;22,7;18,7;20,2;13,5;49,7;124,4;11,8;17;40,1;9,6;43,9;9,7;11,7;50,3
1-Azul;Janeiro;18;63,2;25,6;14,1;23,5;13,7;85,9;14,8;18,2;18;22,7;18,5;20;13,5;50;127,4;11,9;14,4;40,3;9,4;44;10;11,7;49,9
1-Azul;Janeiro;19;63,7;21,9;13,2;22,8;13,5;85,6;14,5;16,9;16,9;21,4;17,7;20,5;13,5;49,4;108,2;12,1;16,5;42,8;9,3;43,6;9,4;11,2;48,2
1-Azul;Janeiro;20;43,6;12,4;7,4;14,7;8,1;52,7;8,6;11,3;10,8;11,3;10,7;23,4;7,3;35,8;88,5;7,3;10,4;32,9;5;26,2;5,1;6,2;27,4
1-Azul;Janeiro;21;33,7;7,2;4,5;7,9;4,1;30,3;4,6;6;6,1;7,6;6,5;17,6;2,7;5,7;28,6;3,9;6,4;28;3,2;12;2,5;3,5;16,3
1-Azul;Janeiro;22;65,2;24,3;13,2;22,8;13,2;84;14,7;16,1;17,4;22,6;18,6;19,5;14;52,3;126,9;12;17,1;45;9,7;43,5;9,6;11,6;49,6
1-Azul;Janeiro;23;61;25,8;13;22,2;13;82,8;14,6;16,5;17,9;23;18,6;18,5;12,8;45;113,5;11,4;15;40,3;9,5;42,1;9,4;11,3;48,3
1-Azul;Janeiro;24;64,2;26,7;14,3;24,5;14,5;91,1;16,2;18,3;19,1;24;20;21;14,8;54,6;126,9;12,6;16;45,7;10,5;46,5;10,4;12,2;51,6
1-Azul;Janeiro;25;34;10;5,7;10,9;5,9;40,6;6,1;8,7;7,6;9,8;8,4;15,3;4,4;17,8;50,9;4,5;7,3;32;4,7;19,8;3,9;5,1;23,4
1-Azul;Janeiro;26;55,7;18,5;11,2;20,2;11,8;71,5;12,5;16,7;16,9;17,1;14,9;20;11,3;48,2;95;9,3;12,7;43,1;8,3;36,8;7,7;9,1;41,1
1-Azul;Janeiro;27;42,7;12,3;7,7;14,2;8,1;51,9;8,3;11,3;10,5;11,2;10,5;25,6;7,1;36,7;82,1;6,8;9,2;36,4;4,6;25,3;5,1;6;29,5
1-Azul;Janeiro;28;29,7;6,7;6,1;7,3;3,8;27,1;4,2;5,6;5,1;6,9;6;14,3;2,5;6,2;21,7;3,3;5,8;29,8;3,3;13,3;2,3;3,3;14,8
1-Azul;Janeiro;29;65;24,7;13,6;23,3;13,7;86,4;15,8;17,9;17,9;23,2;19,3;19,1;13,7;52,7;120,2;12,4;16,7;45,4;9,8;44,4;9,7;11,8;50,2
1-Azul;Janeiro;30;66,1;27;14,8;24,7;14,5;91,5;16,8;19,6;19,5;24,6;21;19,8;14,6;53;126,6;13;17,4;41,6;10,3;46,7;10,5;12,8;52,4
1-Azul;Janeiro;31;64,9;26,7;14,2;24,1;14,4;90,1;16,6;19,1;19,2;24,4;20;19,2;14,4;52,6;122,6;13,4;17,4;40,2;10,1;46,3;10,3;12,5;51,5
1-Azul;Fevereiro;1;64,9;28,2;14,6;25,1;14,6;90,2;17;19,4;19,4;24,4;21,2;19,5;12,9;58,3;129,6;13,3;17,8;40,6;10,1;46,7;10,6;12,6;51,8
1-Azul;Fevereiro;2;64,5;24,3;13,9;24,1;14,2;87,9;16,4;18,5;17,7;23,1;20,1;20,3;13,8;48,4;115,2;12,5;17,6;40,5;9,9;42,5;10;11,8;50,5
1-Azul;Fevereiro;3;44,3;13,6;8,3;16,1;8,9;55;9,7;13,7;12,2;12,4;11,5;26;8,1;42,7;70,6;10,2;10,8;32,1;5,4;27,6;5,8;6,9;31
1-Azul;Fevereiro;4;31,4;8,2;4,7;8,4;4,4;32;4,9;7,1;6,7;8,3;7,5;19,4;3,2;7;34,7;5,7;6,5;29,7;3,5;16,2;3,1;4,1;17,2
1-Azul;Fevereiro;5;67,1;28,1;14,5;25,5;14,3;85,6;18,7;18,8;19,5;24,1;22,7;24;14,9;54,8;115,4;13,6;18,3;47,5;10,2;46,8;10,6;12,5;52,7
1-Azul;Fevereiro;6;64,7;29,6;15,3;25,6;15,1;93,7;19,6;20,3;21;25;23,7;23,2;15;55,3;133,6;14,1;18,4;42,4;11,2;47,2;11,3;13;53
1-Azul;Fevereiro;7;67,7;30,4;15,4;26,6;15,5;95,1;19,9;20,6;21,6;26,3;25,2;23,7;15,2;56;127,5;12,9;16,2;43;11,6;47,5;11,3;13,6;55,3
1-Azul;Fevereiro;8;67,8;29,4;15,3;30,3;15,5;94,2;19,8;21;21,2;25,7;24,6;22,8;14,8;57,4;132,8;14,3;18,6;40,8;11,2;48,4;11,1;13,2;54,7
1-Azul;Fevereiro;9;66;23,8;14,1;25,2;14,2;86,9;18,2;19,4;18,6;23,6;21,8;21,7;14,3;53,2;133,9;13,2;18,1;46,1;10,6;47,3;10,1;12,3;51,9
1-Azul;Fevereiro;10;43,7;12,9;7,5;15,3;8,4;57,2;8,7;13,7;12,3;11,1;10,8;24,8;7,9;38,3;78,6;6,9;13,2;42;5,5;26,9;5,3;6,4;30,8
1-Azul;Fevereiro;11;32,2;8,3;4,8;9,1;4,6;38,4;4,8;9,2;7,6;7,3;7,2;17,6;3,2;8;42,3;4,4;11,4;30,1;4;17;3,5;4,4;19,8
1-Azul;Fevereiro;12;42,8;11,3;6,9;13,4;7,1;49,6;8;13;11,2;11,8;9,1;16,9;6,3;31,3;57,3;5,4;13,1;32,8;5,4;23,7;4,6;5,6;27,1
1-Azul;Fevereiro;13;41,2;9;5,4;10,2;5,1;40,5;5,9;9,6;9,2;9,3;7,1;12,2;4;10,5;43,1;3,9;9,8;31,1;3,5;18;3,7;4,5;21,3
1-Azul;Fevereiro;14;56,9;18,2;11;18,9;10,6;65,8;11,9;16;16,8;18,8;14,8;15,3;11;37,2;93,9;9,3;14,2;44,9;7,8;35,2;7,1;8,7;39,8
1-Azul;Fevereiro;15;65,6;27,5;13,9;24,5;13,6;88,3;18,6;19,5;20,6;25,5;22,1;19,4;13,9;49,5;126,9;15,3;18,4;42,4;11,1;46,3;10,7;12,4;52
1-Azul;Fevereiro;16;65,4;24,8;13,8;24,9;14,6;87;18,9;18,8;19,2;24,1;21,5;21;14;50,4;133,7;15;18,1;40,8;10,7;46,3;10,4;12,1;51,2
1-Azul;Fevereiro;17;44,2;13,3;8;15,9;8,7;55,1;9,9;13,4;12,5;12,3;11,4;23,6;8;35,7;75,6;7,8;10,6;30,4;5,2;27,3;6;6,6;31,4
1-Azul;Fevereiro;18;30,7;7,2;4,4;7,9;4,1;30,9;4,4;6,8;5,7;7,4;6;14,9;2,9;6,3;27,6;3,6;6,3;31;3,7;14,7;2,7;3,7;16,3
1-Azul;Fevereiro;19;68,5;28,7;14,4;25,6;14,7;91,7;18,2;19,1;21,7;26;31,5;20,7;14,3;50,4;134,8;16,6;20,3;45,3;11,6;48,2;11,1;13;54
1-Azul;Fevereiro;20;67,6;30,5;14,9;26,4;15,1;93,8;22;20,3;23;26,8;34,1;20,4;14,3;48,7;131,6;16,7;20,2;41;11,9;49,9;11,8;13,6;55,4
1-Azul;Fevereiro;21;67;30,5;15,1;26,5;15,5;95,6;22,1;20,7;22,8;27;33,2;20,6;14,6;50,2;131,8;16,6;20,3;40,5;11,6;50,4;11,6;13,6;55,2
1-Azul;Fevereiro;22;67,3;29,8;15,3;26,7;14,4;94,3;21,7;20,9;22,8;26,8;33,5;20,9;12,3;49,9;132,6;16,8;20,3;36,8;11,7;49,4;11,7;13,5;55,1
1-Azul;Fevereiro;23;67,2;25,7;14,6;26;15,4;93,9;20,6;20,4;20,5;25;29,8;22;14,3;49,5;129,1;16,2;19,9;41,8;11,4;48,6;11;12,7;53,8
1-Azul;Fevereiro;24;41,4;12,7;7,6;15;8,3;54,6;10,2;12,6;11,6;12,2;11,9;27,3;7,3;31,9;71,3;8;10,8;29,3;4,9;27;5,6;6,3;30,1
1-Azul;Fevereiro;25;33,7;8,7;5,5;9,8;5,2;34,3;6;11,5;16,2;11,4;8,4;25,1;3,6;6,5;30;4,8;6,7;30,3;4,6;16,8;4;5;20,3
1-Azul;Fevereiro;26;68,3;29,5;14,5;25,9;15;93;21,1;19,3;21,7;25,8;34,5;20,2;14,4;48,6;132,3;16,3;20,7;44,3;11,3;48,4;11,2;13,2;54,2
1-Azul;Fevereiro;27;68,2;31,4;15,4;27,2;15,9;96,1;22,7;20,9;23,3;27,7;36,3;20,9;14,5;48,5;130,6;16,8;20,8;41,1;11,9;50,7;12;13,7;56,2
1-Azul;Fevereiro;28;67,8;31;17,4;27;15,9;96,1;22,7;21,2;23,2;27,3;36,4;20,3;14,3;48,4;138,1;16,6;20,7;41,5;12;50,4;11,8;13,8;55,4
1-Azul;Fevereiro;29;64,8;29,9;12,4;26,6;15,5;92,6;22,3;22,5;23;27,1;35,1;21;14,6;49,6;145,5;16,2;20;40,3;11,9;50,3;12;13,9;55,6
1-Azul;Março;1;66,3;25,8;14,7;26,4;15,8;94,1;21;20,8;20,6;25,2;31,9;22;14,3;50,4;131;15,9;19,9;42,8;11,6;49,3;11,4;13;54
1-Azul;Março;2;45,3;13,6;8,1;16,5;9;56,7;10,4;13,2;12;12,7;12,1;26,5;7,7;34,8;72,4;8,4;10,5;30,7;5,6;27,8;5,9;6,7;31,6
1-Azul;Março;3;31,2;7,7;4,9;8,2;4,3;30,3;4,8;6,8;5,7;7,9;6,9;19,1;2,7;5,8;30,1;4;6,3;25,9;3,9;15,8;3,1;3,9;16,9
1-Azul;Março;4;71,5;29,4;14,8;26,8;15,3;93,7;21,5;20,1;21,6;26,2;35,4;21,3;14,5;50,7;133,3;16,3;20,5;46,6;11,7;48,9;11,4;13,2;55,4
1-Azul;Março;5;71,7;31,6;15,8;27,4;16,1;97,3;22,5;21,6;23,1;26,9;36,1;21,3;14,9;51,6;137;16,9;20,5;43,6;12,5;51,5;12;13,9;56,6
1-Azul;Março;6;72,6;31,8;15,9;27,9;16,1;97,7;23;21,8;23,3;27,7;37;22,2;15;52;132,6;17,3;20,4;42,1;12,3;51,4;12,1;14,2;56,5
1-Azul;Março;7;72,3;30,8;16;28;16,2;97,8;22,4;21,9;23,1;27,5;35,8;22,3;14,9;53,4;138,8;16,9;20,7;42,3;12,2;51,4;12,2;14;56,9
1-Azul;Março;8;71,5;26,7;15,4;30,7;15,7;97,7;21,2;21,1;21;25,7;32,3;22,3;15,2;53;138,6;16,4;20,2;45;12;50,6;11,3;13,2;55,2
1-Azul;Março;9;44;13,7;8,4;16,6;8,4;56,5;10,6;13,2;12;12,9;12,6;26,9;8;36,2;75,8;8,6;11,1;30,8;6;28,4;5,6;6,7;31,7
1-Azul;Março;10;31,3;7,6;4,5;8,6;4,2;30,4;5,6;6,5;5,7;7,7;6,8;18,3;2,6;5,4;33,7;3,8;7;27,1;4;14,5;2,5;3,7;16
1-Azul;Março;11;71,1;29,7;14,8;26,7;15,4;95;21,4;20;21,8;26,3;36,1;21,4;14,7;51,8;125,8;16,3;20,6;47,9;11,8;49,5;11,4;13,6;54,6
1-Azul;Março;12;71,6;30,5;15,7;28;16,1;98,1;22,7;21,5;23,5;27,3;37,6;21,9;15;51,8;140,5;16,9;20,7;45,3;12,7;51,8;12,2;14,1;51,5
1-Azul;Março;13;70,7;31,7;15,7;27,7;16;97,9;23,1;21,9;23,3;27,9;37,2;22;15,4;52,4;142,6;16,9;19,8;43;12,4;51,2;12,3;14,1;56,6
1-Azul;Março;14;70,2;30,4;15,6;27,3;16,2;97,2;22,7;22;20,2;27,2;35,5;21,8;14,8;51,6;138,6;16,8;19,4;42,6;12,2;51;12;13,9;55,8
1-Azul;Março;15;71,6;26,4;14,8;26,7;15,6;96;21,5;20,8;20,8;25,4;32,7;22,7;14,3;51,8;136,1;16,1;20,1;44,5;11,7;48;11,2;13,2;54,9
1-Azul;Março;16;45,7;13,2;8,3;15,7;9,1;56,6;10,7;13,6;12,3;13,5;12,8;25,8;7,9;35;69,6;8,8;10,2;34,8;5,6;28,1;5,7;7;31,8
1-Azul;Março;17;33,4;7,4;4,8;8,1;4,3;31,6;6,6;6,6;6;7,9;9,5;18,6;2,9;6,1;41,2;5,7;6,4;26,6;3,5;15,2;3;3,8;17,4
1-Azul;Março;18;71,4;29,3;14,8;25,5;15,1;93,4;20,7;20;21,7;26,1;35,1;20,5;14,4;49,8;132,3;15,8;20,3;47,2;11,8;48,7;11,3;13,3;54,5
1-Azul;Março;19;73,5;31,9;15,7;27,5;16,1;97,4;22,4;21,7;23,7;27,9;37;21,5;15;49,4;136,1;17,1;20,5;42,8;12,3;51;12,1;14,1;56,2
1-Azul;Março;20;73,7;31,8;15,8;27,8;16,3;98,8;22,8;21,9;23,5;27,8;36,8;21,9;15,1;51,8;140,3;16,8;20,5;41,4;12,2;51,5;12,2;14,3;57
1-Azul;Março;21;73,7;31;16,1;27,4;16,3;98,1;22,5;21,9;23,3;27,6;36,3;22,9;14,7;51,8;139,4;16,9;19,4;42,3;11,7;51;12,4;14;56,5
